Budget,IMD_Rating,No_of_reviewers,censor_board_rating,cumm_gross,genre1,genre2,genre3,genre4,gross_USA,keywords_list,movie_name,production_company,release_date,run_time,star1,star2,star3,star4,star5,summary,writer1,writer2,writer3,year
52000000,8.1,704613,PG-13,352114312,Biography,Crime,Drama,,164615351,"race against time,on the run,scam artist,con artist",Catch Me If You Can," DreamWorks, Kemp Company, Splendid Pictures See more »      ","25 December 2002 (USA)
",2h21min,Leonardo DiCaprio,Tom Hanks,Christopher Walken,,,"A seasoned FBI agent pursues Frank Abagnale Jr. who, before his 19th birthday, successfully forged millions of dollars' worth of checks while posing as a Pan Am pilot, a doctor, and a legal prosecutor.",Jeff Nathanson,Frank Abagnale Jr.,1 more credit,2002
16000000,8.1,353221,PG,,Adventure,Family,Fantasy,,30857814,"true love,giant,fairy tale,pirate",The Princess Bride," Act III Communications, Buttercup Films Ltd., The Princess Bride Ltd. See more »      ","9 October 1987 (USA)
",1h38min,Cary Elwes,Mandy Patinkin,Robin Wright,,,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",William Goldman,William Goldman,,1987
1000000,8.1,126143,PG,,Animation,Adventure,Fantasy,,,"post apocalypse,princess,giant insect,ecological footprint",Nausicaä of the Valley of the Wind," Nibariki, Tokuma Shoten, Hakuhodo See more »      ","25 November 1987 (USA)
",1h57min,Sumi Shimamoto,Mahito Tsujimura,Hisako Kyôda,,,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,Hayao Miyazaki,Hayao Miyazaki,2 more credits,1984
125000000,8.1,681392,PG-13,1341511219,Adventure,Drama,Fantasy,,381011219,"ginny weasley character,remus lupin character,lucius malfoy character,draco malfoy character",Harry Potter and the Deathly Hallows: Part 2," Warner Bros., Heyday Films, Moving Picture Company (MPC) See more »      ","15 July 2011 (USA)
",2h10min,Daniel Radcliffe,Emma Watson,Rupert Grint,,,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",Steve Kloves,J.K. Rowling,,2011
,8.2,99214,NotRated,,Comedy,Drama,,,2197331,"urination,papadum,fuzz,cop",Rang De Basanti," ROMP, UTV Motion Pictures See more »      ","26 January 2006 (USA)
",2h37min,Aamir Khan,Soha Ali Khan,Siddharth,,,"The story of six young Indians who assist an English woman to film a documentary on the extremist freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",Renzil D'Silva,Prasoon Joshi,2 more credits,2006
6000000,8.1,185052,PG,,Biography,Crime,Drama,,102308889,"outlaw,bolivia,fast draw,bank robbery",Butch Cassidy and the Sundance Kid," Twentieth Century Fox, George Roy Hill-Paul Monash Production, Newman-Foreman Company See more »      ","24 October 1969 (USA)
",1h50min,Paul Newman,Robert Redford,Katharine Ross,,,"Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",William Goldman,,,1969
960000,8.1,466107,PG,225000000,Drama,Sport,,,117235247,"boxer,1970s,boxing,training",Rocky, Chartoff-Winkler Productions See more »      ,"3 December 1976 (USA)
",2h,Sylvester Stallone,Talia Shire,Burt Young,,,A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.,Sylvester Stallone,,,1976
11000000,8.1,130319,PG,31500000,Adventure,Drama,History,,20000000,"highwayman,rise and fall,wealth,england",Barry Lyndon," Peregrine, Hawk Films, Warner Bros. See more »      ","18 December 1975 (USA)
",3h5min,Ryan O'Neal,Marisa Berenson,Patrick Magee,,,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,Stanley Kubrick,William Makepeace Thackeray,,1975
115000000,8.1,727875,G,562816256,Animation,Adventure,Comedy,,289916256,"original story,monster,interspecies friendship,heartfelt","Monsters, Inc."," Pixar Animation Studios, Walt Disney Pictures See more »      ","2 November 2001 (USA)
",1h32min,Billy Crystal,John Goodman,Mary Gibbs,,,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.",Pete Docter,Jill Culton,10 more credits,2001
800000,8.1,79946,Passed,,Drama,History,,,55000,"great depression,bakersfield california,penny candy,colorado river bridge",The Grapes of Wrath, Twentieth Century Fox See more »      ,"15 March 1940 (USA)
",2h9min,Henry Fonda,Jane Darwell,John Carradine,,,"A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",Nunnally Johnson,John Steinbeck,,1940
16400000,8.1,361851,PG,140000000,Comedy,Drama,,,95860116,"english teacher,professor,education,suicide",Dead Poets Society," Touchstone Pictures, Silver Screen Partners IV, A Steven Haft Production See more »      ","9 June 1989 (USA)
",2h8min,Robin Williams,Robert Sean Leonard,Ethan Hawke,,,English teacher John Keating inspires his students to look at poetry with a different perspective of authentic knowledge and feelings.,Tom Schulman,,,1989
375000,8.1,138930,NotRated,1772000,Film-Noir,Mystery,,,,"private detective,murder,homosexual villain,taxi",The Maltese Falcon, Warner Bros. See more »      ,"18 October 1941 (USA)
",1h40min,Humphrey Bogart,Mary Astor,Gladys George,,,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",John Huston,Dashiell Hammett,,1941
6400000,8,719620,R,40000000,Action,Sci-Fi,,,38400000,"cyborg,time travel,car chase,loss of loved one",The Terminator," Hemdale, Pacific Western, Euro Film Funding See more »      ","26 October 1984 (USA)
",1h47min,Arnold Schwarzenegger,Linda Hamilton,Michael Biehn,,,"A seemingly indestructible android is sent from 2029 to 1984 to assassinate a waitress, whose unborn son will lead humanity in a war against the machines, while a soldier from that war is sent to protect her at all costs.",James Cameron,Gale Anne Hurd,1 more credit,1984
22000000,8.1,205231,PG,127767889,Biography,Drama,History,,52767889,"india,independence,hindu,peace",Gandhi," International Film Investors, National Film Development Corporation of India (NFDC), Goldcrest Films International See more »      ","25 February 1983 (USA)
",3h11min,Ben Kingsley,John Gielgud,Rohini Hattangadi,,,"Gandhi's character is fully explained as a man of nonviolence. Through his patience, he is able to drive the British out of the subcontinent. And the stubborn nature of Jinnah and his commitment towards Pakistan is portrayed.",John Briley,,,1982
,8.1,690584,R,,Drama,Sci-Fi,Thriller,,,"surrealism,time travel,schizophrenia,parallel universe",Donnie Darko," Pandora Cinema, Flower Films (II), Adam Fields Productions See more »      ","26 October 2001 (USA)
",1h53min,Jake Gyllenhaal,Jena Malone,Mary McDonnell,,,"A troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes, after he narrowly escapes a bizarre accident.",Richard Kelly,,,2001
,8.1,55793,NotRated,,Crime,Drama,Horror,,,"drowning in a bathtub,boarding school,disappearance of a dead body,surprise ending",Diabolique," Filmsonor, Vera Films See more »      ","21 November 1955 (USA)
",1h57min,Simone Signoret,Véra Clouzot,Paul Meurisse,,,The wife and mistress of a loathed school principal hatch a plan to murder him while having the perfect alibi. They carry out the plan...but then his body disappears.,Pierre Boileau,Thomas Narcejac,4 more credits,1955
2590000,8.1,130287,NotRated,,Crime,Drama,,,309811,"police,arab,gun,ghetto",La Haine," Canal+, Cofinergie 6, Egg Pictures See more »      ","23 February 1996 (USA)
",1h38min,Vincent Cassel,Hubert Koundé,Saïd Taghmaoui,,,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,Mathieu Kassovitz,,,1995
10000000000,8.1,75000,NotRated,1968494,Drama,Romance,Thriller,,2005473,"lesbianism,female nudity,bare breasts,nudity",The Handmaiden," Moho Film, Yong Film See more »      ","1 June 2016 (South Korea)
",2h25min,Min-hee Kim,Jung-woo Ha,Jin-Woong Cho,,,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",Sarah Waters,Seo-kyeong Jeong,1 more credit,2016
,8.1,103672,PG,,Drama,Romance,,,2734044,"adultery,loneliness,neighbor,infidelity",In the Mood for Love," Block 2 Pictures, Jet Tone Production, Paradis Films See more »      ","9 March 2001 (USA)
",1h38min,Tony Chiu-Wai Leung,Maggie Cheung,Ping Lam Siu,,,"Two neighbors, a woman and a man, form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",Kar-Wai Wong,,,2000
14600000,8,534993,PG,,Comedy,Fantasy,Romance,,70906973,"trapped in a time loop,time loop,groundhog day,cult film",Groundhog Day, Columbia Pictures Corporation See more »      ,"12 February 1993 (USA)
",1h41min,Bill Murray,Andie MacDowell,Chris Elliott,,,A weatherman finds himself inexplicably living the same day over and over again.,Danny Rubin,Harold Ramis,1 more credit,1993
2800000,8,348214,PG,,Adventure,Family,Fantasy,,2076020,"wizard of oz,evil witch,witch,wizard",The Wizard of Oz, Metro-Goldwyn-Mayer (MGM) See more »      ,"25 August 1939 (USA)
",1h42min,Judy Garland,Frank Morgan,Ray Bolger,,,Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.,Noel Langley,Florence Ryerson,3 more credits,1939
25000000,8.1,387833,PG-13,216639112,Drama,,,,169708112,"maid,1960s,writer,jackson mississippi",The Help," DreamWorks, Reliance Entertainment, Participant Media See more »      ","10 August 2011 (USA)
",2h26min,Emma Stone,Viola Davis,Octavia Spencer,,,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",Tate Taylor,Kathryn Stockett,,2011
8000000,8,503538,PG,470653000,Adventure,Drama,Thriller,,260000000,"shark,beach,great white shark,blockbuster",Jaws," Zanuck/Brown Productions, Universal Pictures See more »      ","20 June 1975 (USA)
",2h4min,Roy Scheider,Robert Shaw,Richard Dreyfuss,,,"When a killer shark unleashes chaos on a beach resort, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",Peter Benchley,Carl Gottlieb,1 more credit,1975
,8.1,38162,NotRated,,Drama,,,,752045,"prostitute,rescue from drowning,italian woman,rome italy",The Nights of Cabiria," Dino de Laurentiis Cinematografica, Les Films Marceau See more »      ","16 October 1957 (France)
",1h50min,Giulietta Masina,François Périer,Franca Marzi,,,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,Federico Fellini,Ennio Flaiano,5 more credits,1957
2700000,8.1,204895,R,,Drama,Romance,,,5792822,"conversations,brief encounter,enduring relationship,ambiguous ending",Before Sunset," Warner Independent Pictures (WIP), Castle Rock Entertainment, Detour Filmproduction See more »      ","30 July 2004 (USA)
",1h20min,Ethan Hawke,Julie Delpy,Vernon Dobtcheff,,,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",Richard Linklater,Julie Delpy,5 more credits,2004
1162000,8.1,72967,R,,Drama,,,,2181987,"father son relationship,desert,texas,wandering","Paris, Texas"," Road Movies Filmproduktion, Argos Films, Westdeutscher Rundfunk (WDR) See more »      ","23 August 1984 (UK)
",2h25min,Harry Dean Stanton,Nastassja Kinski,Dean Stockwell,,,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",L.M. Kit Carson,Sam Shepard,1 more credit,1984
,8.1,125531,PG,,Animation,Adventure,Drama,,,"studio ghibli,lost civilization,little girl,villain",Castle in the Sky," Nibariki, Studio Ghibli, Tokuma Shoten See more »      ","19 July 1991 (USA)
",2h5min,Anna Paquin,James Van Der Beek,Cloris Leachman,,,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,Hayao Miyazaki,,,1986
2100000,8.1,52646,Approved,44309982,Drama,Romance,War,,23650000,"readjusting to civilian life,world war two veteran,homecoming soldier,u.s. military",The Best Years of Our Lives, The Samuel Goldwyn Company See more »      ,"29 May 1947 (Mexico)
",2h50min,Myrna Loy,Dana Andrews,Fredric March,,,Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,Robert E. Sherwood,MacKinlay Kantor,,1946
170000000,8.1,917395,PG-13,774176600,Action,Adventure,Comedy,,333176600,"bounty hunter,outer space,tree,heroes",Guardians of the Galaxy," Marvel Studios, Moving Pictures Company, Marvel Enterprises See more »      ","1 August 2014 (USA)
",2h1min,Chris Pratt,Vin Diesel,Bradley Cooper,,,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,James Gunn,Nicole Perlman,9 more credits,2014
140000000,8,953948,PG-13,654264015,Action,Adventure,Fantasy,,305413918,"curse,undead,pirate,governor",Pirates of the Caribbean: The Curse of the Black Pearl," Walt Disney Pictures, Jerry Bruckheimer Films See more »      ","9 July 2003 (USA)
",2h23min,Johnny Depp,Geoffrey Rush,Orlando Bloom,,,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",Ted Elliott,Terry Rossio,4 more credits,2003
622000,8.1,31340,G,,Biography,Drama,,,,"childhood,mirror,surrealism,russian history",The Mirror, Mosfilm See more »      ,"18 January 1978 (France)
",1h47min,Margarita Terekhova,Filipp Yankovskiy,Ignat Daniltsev,,,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.",Aleksandr Misharin,Andrei Tarkovsky,,1975
25000000,8,383500,G,424967620,Animation,Family,Fantasy,,218967620,"france,rose,based on fairy tale,castle",Beauty and the Beast," Walt Disney Pictures, Silver Screen Partners IV, Walt Disney Feature Animation See more »      ","22 November 1991 (USA)
",1h24min,Paige O'Hara,Robby Benson,Jesse Corti,,,"A selfish prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.",Linda Woolverton,Brenda Chapman,9 more credits,1991
,8,327640,R,,Horror,,,,,"exorcist,exorcism,demonic possession,demonic force",The Exorcist," Warner Bros., Hoya Productions See more »      ","26 December 1973 (USA)
",2h2min,Ellen Burstyn,Max von Sydow,Linda Blair,,,"When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter.",William Peter Blatty,William Peter Blatty,,1973
2500000,8.1,37577,PG,,Comedy,Drama,,,30933743,"bible,great depression,con artist,father daughter relationship",Paper Moon," The Directors Company, Saticoy Productions, Paramount Pictures See more »      ","9 May 1973 (USA)
",1h42min,Ryan O'Neal,Tatum O'Neal,Madeline Kahn,,,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.",Joe David Brown,Alvin Sargent,,1973
1100000000,8.1,136288,R,80000000,Animation,Drama,Sci-Fi,,553171,"post thermonuclear war,cyberpunk,biker gang,gifted child",Akira," Akira Committee Company Ltd., Akira Studio, TMS Entertainment See more »      ","16 July 1988 (Japan)
",2h4min,Mitsuo Iwata,Nozomu Sasaki,Mami Koyama,,,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.,Katsuhiro Ôtomo,Izô Hashimoto,1 more credit,1988
184000000,8.2,67901,NotRated,,Action,Comedy,Crime,,,"revenge,blood,gun,abuse",Gangs of Wasseypur," Jar Pictures, AKFPL, Bohra Bros Productions See more »      ","2 August 2012 (Singapore)
",5h21min,Manoj Bajpayee,Richa Chadha,Nawazuddin Siddiqui,,,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",Akhilesh Jaiswal,Anurag Kashyap,2 more credits,2012
6000000,8.1,51755,R,,Drama,,,,4971340,"domestic violence,grief,marriage of convenience,abusive stepfather",Fanny and Alexander," Cinematograph AB, Svenska Filminstitutet (SFI), Gaumont See more »      ","17 December 1982 (Sweden)
",3h8min,Bertil Guve,Pernilla Allwin,Kristina Adolphson,,,"Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls.",Ingmar Bergman,,,1982
